"","x"
"1",0.420992548691303
"2",0.986223850160834
"3",0.00150693064372278
"4",0.999974695063933
"5",0.727321674003396
"6",0.00226101060935837
"7",0.860872470128993
"8",0.963944496730649
"9",0.121678114643518
"10",0.930443113293024
"11",0.010345078393534
"12",0.0301891028695075
"13",0.242322009196485
"14",0.00872700910726306
"15",0.00714122112085465
"16",0.204868415712176
"17",0.99998120411203
"18",0.0295897624611951
"19",0.0361114460573261
"20",0.00444329371726796
"21",0.0201907358182097
"22",0.0125259519602794
"23",0.00399137380311822
"24",0.0359896970407883
"25",0.99998552974847
"26",0.952898872445712
"27",0.00188467001264475
"28",0.945162944494637
"29",0.00745162427902184
"30",0.00993619346786273
"31",0.927972633323684
"32",0.0101533711940498
"33",0.00298792021911064
"34",0.0374784499519236
"35",0.0137540018876374
"36",0.0400297620578878
"37",0.00440809942812514
"38",0.0073173307919698
"39",0.00929237208102103
"40",0.0446154544176311
"41",0.0225310054894893
"42",0.0147577385149582
"43",0.101176927937804
"44",0.0114079342342073
"45",0.0285329493273287
"46",0.00559802928619142
"47",0.888852453712545
"48",0.963158286376765
"49",0.0161914740469405
"50",0.0816823661129788
"51",0.00732277177728395
"52",0.0683699599812103
"53",0.517258995874085
"54",0.00300015982768999
"55",0.014122446112594
"56",0.999956996140716
"57",0.999040779742817
"58",0.999998080485628
"59",0.224027446519272
"60",0.999957980002602
"61",0.00663809367396882
"62",0.0102170345015069
"63",0.00383211130147208
"64",0.02027988473588
"65",0.128866710118734
"66",0.0365260747982406
"67",0.99664201109448
"68",0.043417466049536
"69",0.0354055868056755
"70",0.00477544108257817
"71",0.0435820139363767
"72",0.143987280021776
"73",0.13403654013646
"74",0.00910863720406023
"75",0.342085381253372
"76",0.999075514117842
"77",0.00958214813830693
"78",0.0113170260366317
"79",0.942089756149061
"80",0.282678205497721
"81",0.751568998348354
"82",0.372595804486749
"83",0.99995757027956
"84",0.0060010413123567
"85",0.000845401571677458
"86",0.0016188880334426
"87",0.140570209893524
"88",0.00531690820334723
"89",0.0956191018172475
"90",0.0177136996074354
"91",0.999986021890202
"92",0.0174922464199613
"93",0.0360491985127657
"94",0.00879977027980788
"95",0.000716322402261281
"96",0.0249103230964592
"97",0.0173389965566429
"98",0.00177809165609319
"99",0.0202679016309391
"100",0.00431222089418791
"101",0.0199234228995064
"102",0.0032933052166317
"103",0.00436233935576191
"104",0.00288650409585949
"105",0.0157965003811444
"106",0.0033221453880023
"107",0.0134145539304711
"108",0.999771687220732
"109",0.02764712207527
"110",0.000760421706021237
"111",0.000450997424308914
"112",0.0138424243474859
"113",0.00186173847841366
"114",0.082766618228035
"115",0.0265843872492991
"116",0.00444377133481838
"117",0.062092743958874
"118",0.0169241934038675
"119",0.00726470091085443
"120",0.000238048517041756
"121",0.000530682065110436
"122",0.00579109010308766
"123",0.00225824497001203
"124",0.00633629514031106
"125",0.00779051739895277
"126",0.0129278179057942
"127",0.0200042559553823
"128",0.00438364094789435
"129",0.000579714529734529
"130",0.00592981831624593
"131",0.00124102571348717
"132",0.00285296720431894
"133",0.471397407229437
"134",0.0286453734000516
"135",0.00352486674129067
"136",0.999947695947625
"137",0.0123475558861584
"138",0.551741679750618
"139",0.464492482255268
"140",0.0734878545768039
"141",0.250064900334034
"142",0.977863352052872
"143",0.0654502174379863
