"","x"
"1",0.96237011086426
"2",0.838192732145063
"3",0.135332478876237
"4",0.102475625323598
"5",0.00704530314615101
"6",0.962601644096628
"7",0.491997147979777
"8",0.113940713940227
"9",0.0100620097181263
"10",0.0200176274816166
"11",0.922344513723777
"12",0.966471609843102
"13",0.12747145712665
"14",0.089977217761327
"15",0.936625634848336
"16",0.00669086817803623
"17",0.00388832042315737
"18",0.00336632181891586
"19",0.735413074949197
"20",0.289892956161186
"21",0.00523523849460151
"22",0.967228329885407
"23",0.834609833364155
"24",0.318666066852737
"25",0.703330884501234
"26",0.0271410821659788
"27",0.0840382210512744
"28",0.538135438457664
"29",0.0226091289696638
"30",0.0182162411530403
"31",0.479268924340497
"32",0.793586344884607
"33",0.082318569770318
"34",0.100960540017899
"35",0.0109039407771789
"36",0.0244375163064951
"37",0.0552662441062138
"38",0.0209158962117717
"39",0.0333077097835137
"40",0.0097067499439248
"41",0.100614140004392
"42",0.836446047643415
"43",0.703694936682632
"44",0.00429446198029496
"45",0.757632326435093
"46",0.019071625704915
"47",0.143290145517068
"48",0.025991856534342
"49",0.694710249231738
"50",0.0266019531302359
"51",0.00708844613857941
"52",0.00404080157881477
"53",0.0368022784052457
"54",0.112069984596941
"55",0.0108103567474712
"56",0.0187012587705791
"57",0.0241876195171867
"58",0.124965819943771
"59",0.0620074443410011
"60",0.0396676659312111
"61",0.271629126702736
"62",0.0301392577613278
"63",0.0792837867986912
"64",0.0140031897879633
"65",0.574924241154869
"66",0.831210883169385
"67",0.0437719546449248
"68",0.223864952308448
"69",0.0187162558771022
"70",0.189529122928291
"71",0.813341981502379
"72",0.00711999928938673
"73",0.037853219061558
"74",0.609143994526399
"75",0.0499950401719004
"76",0.978872066138938
"77",0.0348382332869674
"78",0.615139007272491
"79",0.0168350329853209
"80",0.0267809306146353
"81",0.00928729156061574
"82",0.0555229362597904
"83",0.334406377702862
"84",0.102139719471364
"85",0.0132017179705291
"86",0.121608637304495
"87",0.0989512810117136
"88",0.0117898649293706
"89",0.122070266094388
"90",0.0196288305506925
